Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell relative humidity (%),measurement cell pressure (hPa)
2024-09-24 08:56:00,PM1,0028.07,0019.46,0014.08,0004.06,0003.16,0002.17,0005.78,0005.10,0004.93,030.0,032.5,0885.1
2024-09-24 08:57:00,PM1,0028.60,0020.05,0013.69,0003.97,0003.10,0002.91,0005.45,0004.83,0003.59,030.0,032.4,0885.1
2024-09-24 08:58:00,PM1,0029.10,0020.56,0013.72,0004.12,0003.38,0003.12,0005.66,0005.92,0004.64,030.0,032.5,0885.1
2024-09-24 08:59:00,PM1,0028.99,0021.06,0014.46,0004.00,0003.54,0002.37,0005.54,0004.94,0005.74,030.0,032.5,0885.1
2024-09-24 09:00:00,PM10,,,,,,,,,,,,
2024-09-24 09:01:00,PM10,0031.86,0024.44,0016.44,0004.68,0004.00,0003.01,0006.36,0005.75,0005.59,030.0,033.0,0892.9
2024-09-24 09:02:00,PM10,0031.68,0024.03,0016.67,0004.62,0003.59,0003.37,0005.80,0005.27,0004.44,030.0,033.0,0892.9
2024-09-24 09:03:00,PM10,0031.98,0023.93,0016.24,0004.69,0004.23,0002.83,0005.79,0005.94,0003.96,030.0,032.9,0892.9
2024-09-24 09:04:00,PM10,0031.28,0023.41,0015.93,0004.89,0003.70,0003.10,0006.69,0005.50,0005.24,030.0,032.9,0892.9
2024-09-24 09:05:00,PM10,0032.12,0023.92,0017.08,0005.42,0003.80,0003.22,0007.22,0006.60,0005.88,030.0,032.9,0892.9
2024-09-24 09:06:00,PM10,0031.17,0023.11,0016.68,0004.53,0003.71,0002.76,0007.31,0006.48,0005.48,030.0,032.9,0892.9
2024-09-24 09:07:00,PM10,0031.62,0023.33,0017.19,0004.51,0003.64,0002.95,0006.54,0006.78,0005.74,030.0,033.0,0892.9
2024-09-24 09:08:00,PM10,0030.62,0023.10,0015.75,0004.81,0003.79,0003.13,0007.43,0006.40,0005.31,030.0,033.1,0892.9
2024-09-24 09:09:00,PM10,0031.43,0021.91,0015.76,0004.90,0002.85,0003.44,0006.93,0006.42,0004.98,030.0,033.2,0892.9
2024-09-24 09:10:00,PM10,0031.62,0024.72,0016.85,0004.66,0004.21,0003.01,0006.68,0006.44,0005.77,030.0,033.2,0892.9
2024-09-24 09:11:00,PM10,0030.79,0021.79,0015.51,0004.51,0004.17,0003.01,0007.01,0005.92,0005.78,030.0,033.2,0892.9
2024-09-24 09:12:00,PM10,0029.61,0021.23,0014.55,0004.04,0003.56,0003.05,0005.82,0005.87,0004.00,030.0,033.2,0892.9
2024-09-24 09:13:00,PM10,0029.02,0021.39,0014.71,0004.41,0003.24,0002.95,0006.93,0005.95,0004.97,030.0,033.2,0892.9
2024-09-24 09:14:00,PM10,0029.16,0021.66,0015.38,0003.92,0003.72,0003.23,0006.62,0006.17,0005.88,030.0,033.2,0892.9
2024-09-24 09:15:00,PM10,0030.50,0023.37,0016.13,0004.75,0003.51,0002.46,0006.87,0006.76,0006.51,030.0,033.3,0892.8
2024-09-24 09:16:00,PM10,0032.55,0024.58,0016.93,0004.79,0003.92,0003.66,0007.83,0007.04,0005.11,030.0,033.5,0892.9
2024-09-24 09:17:00,PM10,0032.17,0023.12,0017.21,0004.65,0003.91,0003.41,0007.34,0006.52,0005.90,030.0,033.6,0892.8
2024-09-24 09:18:00,PM10,0034.11,0024.70,0017.04,0004.92,0003.89,0003.45,0006.34,0005.70,0004.82,030.0,033.6,0892.9
2024-09-24 09:19:00,PM10,0033.21,0024.43,0017.92,0004.77,0003.97,0003.36,0007.00,0006.48,0004.71,030.0,033.5,0892.9
2024-09-24 09:20:00,PM10,0033.34,0024.71,0016.91,0004.87,0003.67,0003.06,0006.52,0006.07,0005.34,030.0,033.5,0892.9
2024-09-24 09:21:00,PM10,0033.38,0025.22,0017.60,0004.99,0004.39,0003.45,0006.34,0006.08,0005.78,030.0,033.5,0892.8
2024-09-24 09:22:00,PM10,0033.20,0024.01,0017.16,0004.88,0003.69,0003.39,0007.06,0006.44,0005.59,030.0,033.4,0892.8
2024-09-24 09:23:00,PM10,0033.62,0025.56,0018.10,0005.60,0004.46,0002.89,0007.45,0006.42,0004.91,030.0,033.4,0892.8
2024-09-24 09:24:00,PM10,0034.16,0024.91,0016.69,0004.88,0004.01,0002.67,0007.57,0006.89,0005.20,030.0,033.5,0892.8
2024-09-24 09:25:00,PM10,0034.62,0025.68,0018.80,0004.73,0004.13,0002.60,0006.50,0006.18,0005.63,030.0,033.5,0892.8
2024-09-24 09:26:00,PM10,0035.46,0026.92,0018.85,0004.97,0004.18,0003.48,0006.66,0006.46,0005.70,030.0,033.5,0892.8
2024-09-24 09:27:00,PM10,0035.66,0027.18,0018.93,0005.26,0003.91,0003.52,0006.69,0005.86,0005.97,030.0,033.4,0892.8
2024-09-24 09:28:00,PM10,0035.58,0025.96,0017.57,0005.13,0004.42,0003.36,0006.97,0006.58,0004.84,030.0,033.3,0892.8
2024-09-24 09:29:00,PM10,0034.63,0025.32,0017.81,0005.08,0004.10,0003.68,0006.46,0006.07,0004.55,030.0,033.3,0892.8
2024-09-24 09:30:00,PM1,,,,,,,,,,,,
2024-09-24 09:31:00,PM1,0031.24,0021.87,0015.45,0004.74,0004.13,0003.03,0006.63,0005.91,0005.78,030.0,033.0,0885.3
2024-09-24 09:32:00,PM1,0029.30,0021.26,0014.77,0004.18,0003.26,0002.98,0006.13,0006.24,0004.15,030.0,033.0,0885.3
2024-09-24 09:33:00,PM1,0027.83,0020.97,0013.77,0004.02,0003.41,0002.52,0005.84,0005.16,0004.75,030.0,033.1,0885.3
2024-09-24 09:34:00,PM1,0027.70,0019.86,0013.26,0004.30,0003.46,0002.47,0006.15,0004.98,0004.93,030.0,033.1,0885.4
2024-09-24 09:35:00,PM1,0026.80,0019.66,0012.55,0004.21,0003.40,0002.59,0005.12,0004.79,0003.78,030.0,033.1,0885.4
2024-09-24 09:36:00,PM1,0025.72,0018.38,0012.72,0004.08,0002.83,0002.75,0004.93,0005.33,0004.07,030.0,033.0,0885.4
2024-09-24 09:37:00,PM1,0027.29,0019.97,0013.10,0003.77,0003.16,0002.52,0006.34,0005.52,0005.24,030.0,033.0,0885.4
2024-09-24 09:38:00,PM1,0029.22,0020.96,0014.09,0004.26,0003.41,0002.90,0006.64,0006.32,0005.40,030.0,033.0,0885.3
2024-09-24 09:39:00,PM1,0030.47,0022.62,0015.04,0004.43,0003.55,0002.98,0007.16,0006.62,0005.39,030.0,033.0,0885.3
2024-09-24 09:40:00,PM1,0032.70,0023.55,0016.42,0004.59,0004.09,0002.69,0007.97,0006.94,0005.62,030.0,033.2,0885.3
2024-09-24 09:41:00,PM1,0030.56,0022.53,0014.54,0004.40,0003.41,0003.01,0006.99,0006.72,0005.79,030.0,033.3,0885.3
2024-09-24 09:42:00,PM1,0032.76,0023.90,0015.63,0004.56,0003.54,0003.03,0006.85,0006.08,0004.99,030.0,033.4,0885.3
2024-09-24 09:43:00,PM1,0033.36,0023.82,0016.33,0004.27,0003.04,0003.16,0006.44,0005.98,0005.24,030.0,033.3,0885.3
2024-09-24 09:44:00,PM1,0033.74,0024.26,0016.36,0004.65,0003.63,0003.38,0007.21,0006.46,0006.31,030.0,033.3,0885.3
2024-09-24 09:45:00,PM1,0035.67,0026.00,0017.26,0004.67,0003.61,0003.11,0006.25,0006.74,0005.25,030.0,033.3,0885.3
2024-09-24 09:46:00,PM1,0035.60,0024.64,0017.18,0004.97,0003.98,0002.96,0007.21,0005.81,0005.13,030.0,033.2,0885.3
2024-09-24 09:47:00,PM1,0035.62,0026.07,0017.03,0005.52,0004.10,0003.42,0006.81,0006.58,0006.03,030.0,033.3,0885.3
2024-09-24 09:48:00,PM1,0036.35,0026.29,0017.95,0005.33,0003.88,0003.50,0007.99,0007.06,0005.79,030.0,033.3,0885.3
2024-09-24 09:49:00,PM1,0038.68,0027.71,0018.28,0005.09,0004.13,0003.23,0007.22,0006.71,0005.60,030.0,033.4,0885.3
2024-09-24 09:50:00,PM1,0039.54,0028.95,0018.75,0005.47,0004.49,0003.06,0006.80,0006.44,0004.94,030.0,033.5,0885.3
2024-09-24 09:51:00,PM1,0038.07,0028.41,0018.66,0005.32,0004.93,0003.30,0006.87,0006.84,0006.26,030.0,033.5,0885.3
2024-09-24 09:52:00,PM1,0038.14,0028.09,0018.72,0005.10,0004.43,0003.52,0006.95,0006.33,0005.03,030.0,033.4,0885.4
2024-09-24 09:53:00,PM1,0036.70,0027.43,0017.63,0005.05,0004.21,0003.56,0006.79,0006.60,0005.72,030.0,033.4,0885.4
2024-09-24 09:54:00,PM1,0036.23,0026.43,0017.91,0005.23,0004.01,0003.50,0007.87,0007.05,0005.63,030.0,033.4,0885.4
2024-09-24 09:55:00,PM1,0035.87,0026.33,0017.93,0004.89,0004.17,0003.54,0007.78,0006.74,0005.75,030.0,033.5,0885.4
2024-09-24 09:56:00,PM1,0034.28,0025.09,0016.86,0004.58,0003.77,0003.11,0007.87,0007.39,0006.69,030.0,033.6,0885.3
2024-09-24 09:57:00,PM1,0034.46,0024.93,0016.91,0005.15,0003.96,0002.74,0007.12,0006.86,0004.64,030.0,033.7,0885.3
2024-09-24 09:58:00,PM1,0032.27,0023.76,0016.27,0004.47,0004.11,0003.22,0007.49,0006.57,0006.80,030.0,033.8,0885.3
2024-09-24 09:59:00,PM1,0031.18,0021.82,0014.16,0004.67,0003.24,0003.40,0007.12,0006.37,0005.64,030.0,033.8,0885.3
2024-09-24 10:00:00,PM10,,,,,,,,,,,,
2024-09-24 10:01:00,PM10,0034.79,0025.98,0019.45,0005.22,0004.16,0003.13,0007.90,0007.54,0006.99,030.0,033.9,0893.0
2024-09-24 10:02:00,PM10,0035.62,0025.91,0018.16,0005.09,0004.35,0003.19,0007.24,0007.13,0006.17,030.0,033.9,0893.1
2024-09-24 10:03:00,PM10,0036.51,0027.34,0019.56,0005.28,0004.44,0003.63,0008.25,0008.07,0006.49,030.0,033.9,0893.1
2024-09-24 10:04:00,PM10,0037.36,0027.79,0018.82,0005.21,0004.43,0003.02,0008.35,0007.45,0006.17,030.0,034.0,0893.2
2024-09-24 10:05:00,PM10,0036.92,0027.36,0018.55,0005.02,0004.64,0003.46,0007.99,0007.60,0006.14,030.0,034.1,0893.2
2024-09-24 10:06:00,PM10,0034.24,0026.04,0017.66,0005.03,0003.85,0003.03,0007.82,0007.16,0006.85,030.0,034.3,0893.2
2024-09-24 10:07:00,PM10,0031.73,0022.58,0016.32,0004.73,0003.87,0002.88,0006.36,0005.47,0005.47,030.0,034.3,0893.2
2024-09-24 10:08:00,PM10,0032.88,0025.60,0017.45,0004.93,0003.85,0003.19,0007.68,0007.23,0005.11,030.0,034.2,0893.2
2024-09-24 10:09:00,PM10,0034.76,0025.24,0019.50,0005.27,0004.34,0003.29,0005.85,0005.68,0005.33,030.0,034.2,0893.2
2024-09-24 10:10:00,PM10,0034.49,0025.94,0018.66,0005.00,0004.16,0003.72,0006.80,0006.68,0004.77,030.0,034.1,0893.1
2024-09-24 10:11:00,PM10,0036.51,0027.50,0019.35,0005.30,0004.30,0003.41,0008.30,0007.24,0006.16,030.0,034.0,0893.1
2024-09-24 10:12:00,PM10,0036.89,0028.38,0020.19,0005.38,0004.28,0003.18,0007.60,0006.70,0005.41,030.0,034.0,0893.1
2024-09-24 10:13:00,PM10,0036.96,0027.37,0019.56,0005.32,0004.43,0003.12,0007.51,0007.50,0006.21,030.0,034.1,0893.1
2024-09-24 10:14:00,PM10,0037.31,0028.00,0019.42,0005.51,0004.46,0003.86,0007.26,0006.32,0005.74,030.0,034.2,0893.1
2024-09-24 10:15:00,PM10,0035.67,0026.35,0019.57,0005.29,0004.24,0003.29,0007.16,0006.50,0006.18,030.0,034.2,0893.1
2024-09-24 10:16:00,PM10,0034.56,0026.33,0018.56,0005.28,0004.77,0003.66,0007.61,0007.17,0005.51,030.0,034.0,0893.1
2024-09-24 10:17:00,PM10,0034.05,0025.74,0018.32,0005.52,0004.17,0003.66,0006.11,0006.06,0005.59,030.0,033.9,0893.1
2024-09-24 10:18:00,PM10,0033.08,0025.62,0018.56,0004.42,0004.42,0002.82,0007.85,0006.53,0005.06,030.0,033.8,0893.1
2024-09-24 10:19:00,PM10,0032.89,0025.21,0019.36,0005.29,0003.87,0004.29,0007.30,0007.05,0005.87,030.0,033.7,0893.1
2024-09-24 10:20:00,PM10,0031.90,0024.41,0017.39,0004.92,0004.18,0003.73,0007.76,0006.73,0006.17,030.0,033.7,0893.1
2024-09-24 10:21:00,PM10,0032.15,0024.64,0016.71,0004.54,0004.11,0003.41,0006.75,0006.70,0005.50,030.0,033.8,0893.1
2024-09-24 10:22:00,PM10,0029.99,0022.19,0016.10,0004.42,0004.04,0002.91,0007.99,0006.63,0005.62,030.0,033.8,0893.1
2024-09-24 10:23:00,PM10,0029.92,0021.25,0015.84,0004.75,0003.70,0002.78,0006.51,0005.85,0004.82,030.0,033.9,0893.1
2024-09-24 10:24:00,PM10,0026.15,0019.27,0014.54,0004.00,0003.41,0002.83,0006.34,0006.06,0005.22,030.0,033.7,0893.1
2024-09-24 10:25:00,PM10,0028.93,0020.80,0014.87,0004.63,0003.34,0002.60,0006.64,0005.83,0005.30,030.0,033.7,0893.1
2024-09-24 10:26:00,PM10,0029.50,0022.33,0015.49,0004.83,0003.65,0003.42,0006.51,0006.31,0004.96,030.0,033.6,0893.1
2024-09-24 10:27:00,PM10,0030.41,0022.30,0015.55,0004.70,0003.64,0003.34,0007.51,0006.45,0005.75,030.0,033.5,0893.0
2024-09-24 10:28:00,PM10,0030.49,0022.99,0017.41,0005.18,0004.10,0002.95,0007.43,0007.18,0005.50,030.0,033.6,0893.1
2024-09-24 10:29:00,PM10,0030.76,0023.32,0016.81,0004.66,0004.01,0003.54,0007.26,0006.59,0005.15,030.0,033.6,0893.1
2024-09-24 10:30:00,PM1,,,,,,,,,,,,
2024-09-24 10:31:00,PM1,0030.44,0021.93,0014.42,0004.89,0003.64,0003.37,0005.98,0005.86,0004.52,030.0,033.5,0885.5
2024-09-24 10:32:00,PM1,0029.29,0021.27,0014.42,0004.54,0003.41,0003.48,0007.41,0005.97,0003.95,030.0,033.3,0885.5
2024-09-24 10:33:00,PM1,0024.98,0017.63,0011.41,0003.44,0003.19,0002.49,0005.98,0006.22,0006.61,030.0,033.2,0885.5
2024-09-24 10:34:00,PM1,0029.41,0021.25,0013.45,0004.74,0003.67,0002.31,0006.99,0006.45,0005.28,030.0,033.1,0885.5
2024-09-24 10:35:00,PM1,0032.06,0023.43,0015.61,0005.33,0003.88,0003.31,0008.18,0006.65,0005.21,030.0,033.0,0885.5
2024-09-24 10:36:00,PM1,0031.56,0022.87,0016.00,0004.72,0003.57,0002.93,0008.10,0007.44,0005.36,030.0,033.0,0885.6
2024-09-24 10:37:00,PM1,0030.83,0021.89,0015.44,0004.89,0003.82,0003.01,0008.34,0007.34,0006.15,030.0,033.0,0885.6
2024-09-24 10:38:00,PM1,0031.31,0023.30,0016.25,0004.71,0003.85,0002.57,0007.39,0006.75,0005.82,030.0,033.1,0885.6
2024-09-24 10:39:00,PM1,0031.89,0023.55,0016.20,0004.67,0003.79,0003.11,0007.28,0006.66,0005.35,030.0,033.2,0885.6
2024-09-24 10:40:00,PM1,0032.88,0023.89,0016.39,0004.98,0003.72,0002.86,0006.27,0006.05,0005.53,030.0,033.2,0885.6
2024-09-24 10:41:00,PM1,0031.34,0023.15,0016.09,0004.29,0003.97,0002.95,0007.56,0006.43,0004.11,030.0,033.1,0885.6
2024-09-24 10:42:00,PM1,0031.80,0023.45,0016.07,0004.99,0004.08,0003.10,0005.99,0005.44,0005.70,030.0,033.0,0885.6
2024-09-24 10:43:00,PM1,0031.18,0021.97,0015.39,0004.97,0003.90,0002.77,0007.20,0006.73,0004.97,030.0,033.0,0885.5
2024-09-24 10:44:00,PM1,0028.57,0020.91,0014.25,0004.39,0003.23,0002.66,0008.36,0006.93,0005.42,030.0,033.0,0885.5
2024-09-24 10:45:00,PM1,0029.40,0022.21,0014.35,0004.41,0003.58,0002.33,0007.23,0006.76,0006.50,030.0,033.0,0885.5
2024-09-24 10:46:00,PM1,0029.63,0021.01,0014.47,0004.47,0003.43,0002.53,0007.60,0007.04,0005.89,030.0,033.1,0885.5
2024-09-24 10:47:00,PM1,0028.61,0021.00,0014.80,0004.52,0002.89,0003.34,0006.75,0006.32,0004.88,030.0,033.2,0885.5
2024-09-24 10:48:00,PM1,0028.49,0020.08,0013.62,0004.78,0003.39,0002.60,0007.27,0006.10,0005.00,030.0,033.2,0885.5
2024-09-24 10:49:00,PM1,0026.95,0020.37,0013.82,0004.57,0003.87,0002.81,0007.35,0006.40,0006.68,030.0,033.1,0885.5
2024-09-24 10:50:00,PM1,0027.61,0019.55,0014.13,0003.94,0003.55,0002.60,0006.63,0006.57,0004.71,030.0,033.1,0885.5
2024-09-24 10:51:00,PM1,0029.31,0020.69,0015.00,0004.93,0003.79,0002.90,0007.52,0006.60,0005.70,030.0,033.0,0885.5
2024-09-24 10:52:00,PM1,0028.97,0021.61,0015.53,0004.58,0004.11,0002.64,0006.76,0006.13,0005.37,030.0,033.0,0885.5
2024-09-24 10:53:00,PM1,0031.48,0022.77,0015.52,0004.75,0003.33,0002.81,0007.78,0007.40,0006.00,030.0,033.0,0885.5
2024-09-24 10:54:00,PM1,0031.58,0021.72,0015.92,0004.61,0003.73,0003.00,0007.22,0007.01,0005.43,030.0,033.1,0885.5
2024-09-24 10:55:00,PM1,0031.49,0022.88,0016.13,0004.79,0003.81,0003.14,0007.65,0006.56,0004.33,030.0,033.2,0885.6
2024-09-24 10:56:00,PM1,0032.65,0023.94,0015.27,0004.40,0003.86,0003.14,0006.76,0006.44,0006.26,030.0,033.2,0885.6
2024-09-24 10:57:00,PM1,0034.03,0024.51,0016.52,0004.87,0003.95,0003.33,0007.69,0006.51,0006.40,030.0,033.1,0885.6
2024-09-24 10:58:00,PM1,0034.67,0025.41,0017.87,0005.13,0004.02,0003.33,0007.19,0006.46,0004.52,030.0,033.1,0885.6
2024-09-24 10:59:00,PM1,0036.28,0025.93,0017.84,0005.15,0003.99,0003.24,0006.66,0006.47,0005.38,030.0,033.1,0885.6
2024-09-24 11:00:00,PM10,,,,,,,,,,,,
2024-09-24 11:01:00,PM10,0040.08,0029.41,0021.41,0005.59,0004.74,0004.23,0009.08,0007.65,0005.21,030.0,033.4,0893.3
2024-09-24 11:02:00,PM10,0037.87,0029.16,0019.97,0006.11,0004.86,0004.56,0009.46,0009.41,0008.38,030.0,033.5,0893.4
2024-09-24 11:03:00,PM10,0038.39,0029.22,0020.43,0005.42,0004.51,0003.68,0009.38,0008.74,0006.82,030.0,033.6,0893.4
2024-09-24 11:04:00,PM10,0038.53,0027.85,0020.50,0005.97,0005.00,0004.31,0009.66,0008.35,0006.32,030.0,033.6,0893.4
2024-09-24 11:05:00,PM10,0036.28,0027.43,0020.53,0005.72,0004.54,0003.99,0010.19,0009.65,0008.86,030.0,033.6,0893.4
2024-09-24 11:06:00,PM10,0035.82,0027.10,0020.75,0005.41,0004.56,0003.79,0009.15,0008.15,0007.58,030.0,033.5,0893.4
2024-09-24 11:07:00,PM10,0036.29,0026.29,0019.48,0005.64,0004.76,0004.06,0009.98,0008.82,0007.12,030.0,033.4,0893.4
2024-09-24 11:08:00,PM10,0033.80,0025.53,0018.08,0005.61,0004.23,0004.27,0009.10,0008.74,0007.32,030.0,033.4,0893.4
2024-09-24 11:09:00,PM10,0034.25,0025.64,0018.64,0005.07,0004.34,0003.07,0008.81,0008.17,0007.00,030.0,033.4,0893.4
2024-09-24 11:10:00,PM10,0032.60,0023.84,0018.05,0005.22,0004.14,0003.26,0008.76,0007.81,0006.78,030.0,033.5,0893.4
2024-09-24 11:11:00,PM10,0031.87,0023.97,0016.88,0005.39,0003.85,0003.30,0007.87,0006.49,0006.08,030.0,033.5,0893.4
2024-09-24 11:12:00,PM10,0030.54,0023.80,0016.51,0004.92,0003.64,0003.39,0006.76,0006.90,0005.34,030.0,033.6,0893.4
2024-09-24 11:13:00,PM10,0030.54,0022.69,0017.19,0004.97,0003.86,0002.93,0008.25,0006.78,0005.13,030.0,033.5,0893.4
2024-09-24 11:14:00,PM10,0031.59,0024.61,0016.88,0004.78,0004.22,0003.40,0006.60,0006.62,0005.17,030.0,033.4,0893.4
2024-09-24 11:15:00,PM10,0031.15,0024.88,0017.07,0005.20,0003.68,0003.58,0007.98,0007.26,0006.61,030.0,033.4,0893.4
2024-09-24 11:16:00,PM10,0032.24,0023.51,0016.98,0004.79,0005.02,0002.83,0008.21,0006.88,0006.45,030.0,033.4,0893.4
2024-09-24 11:17:00,PM10,0033.24,0023.66,0018.89,0004.85,0003.87,0003.77,0007.69,0007.13,0005.46,030.0,033.4,0893.4
2024-09-24 11:18:00,PM10,0033.22,0025.80,0018.42,0004.69,0004.01,0003.17,0009.71,0007.93,0006.77,030.0,033.4,0893.4
2024-09-24 11:19:00,PM10,0033.26,0024.17,0017.61,0004.99,0003.88,0003.85,0007.87,0007.46,0006.85,030.0,033.5,0893.5
2024-09-24 11:20:00,PM10,0034.77,0026.67,0018.49,0005.13,0004.11,0004.13,0008.11,0007.59,0005.75,030.0,033.6,0893.5
2024-09-24 11:21:00,PM10,0035.11,0027.41,0019.63,0005.44,0004.80,0004.25,0008.17,0006.66,0006.73,030.0,033.5,0893.5
2024-09-24 11:22:00,PM10,0039.21,0029.60,0020.61,0005.77,0004.94,0004.02,0007.06,0007.36,0005.93,030.0,033.5,0893.5
2024-09-24 11:23:00,PM10,0036.90,0027.72,0020.42,0005.33,0004.43,0003.58,0008.18,0007.26,0006.29,030.0,033.4,0893.5
2024-09-24 11:24:00,PM10,0040.32,0030.81,0022.15,0005.83,0004.77,0004.47,0007.39,0006.64,0005.62,030.0,033.4,0893.5
2024-09-24 11:25:00,PM10,0039.23,0029.87,0019.61,0005.81,0004.78,0003.64,0008.16,0007.76,0006.85,030.0,033.4,0893.5
2024-09-24 11:26:00,PM10,0036.53,0027.66,0019.55,0006.04,0004.56,0003.40,0008.09,0007.34,0007.26,030.0,033.4,0893.5
2024-09-24 11:27:00,PM10,0038.28,0029.08,0020.62,0005.32,0004.44,0003.74,0007.67,0007.27,0005.36,030.0,033.5,0893.5
2024-09-24 11:28:00,PM10,0039.44,0029.74,0021.13,0006.21,0004.52,0003.75,0007.91,0007.35,0005.66,030.0,033.6,0893.5
2024-09-24 11:29:00,PM10,0040.25,0030.55,0021.39,0006.24,0004.92,0003.44,0007.58,0006.46,0005.40,030.0,033.6,0893.5
2024-09-24 11:30:00,PM1,,,,,,,,,,,,
2024-09-24 11:31:00,PM1,0036.40,0027.75,0018.04,0005.13,0004.33,0003.30,0007.64,0007.11,0006.10,030.0,033.2,0885.9
2024-09-24 11:32:00,PM1,0032.07,0023.84,0016.38,0004.36,0003.90,0002.99,0006.83,0005.99,0004.89,030.0,033.1,0885.9
2024-09-24 11:33:00,PM1,0033.66,0024.39,0017.68,0004.83,0003.85,0003.16,0007.12,0006.79,0005.77,030.0,033.1,0885.9
2024-09-24 11:34:00,PM1,0032.70,0024.08,0016.39,0004.53,0003.66,0002.89,0006.74,0006.43,0004.90,030.0,033.2,0885.9
2024-09-24 11:35:00,PM1,0028.27,0020.72,0014.28,0004.66,0003.51,0002.69,0007.79,0006.57,0005.62,030.0,033.3,0885.9
2024-09-24 11:36:00,PM1,0027.80,0020.64,0013.27,0003.60,0003.53,0002.93,0005.47,0005.45,0005.05,029.9,033.4,0885.9
2024-09-24 11:37:00,PM1,0029.91,0022.50,0015.98,0004.85,0003.83,0002.92,0006.71,0006.53,0004.64,029.9,033.4,0885.9
2024-09-24 11:38:00,PM1,0031.80,0023.17,0014.76,0004.40,0003.77,0002.82,0006.21,0005.98,0005.80,029.9,033.4,0885.9
2024-09-24 11:39:00,PM1,0032.64,0023.48,0015.95,0004.74,0003.32,0002.86,0006.79,0006.44,0005.62,029.9,033.3,0886.0
2024-09-24 11:40:00,PM1,0034.67,0025.45,0017.25,0005.34,0004.15,0003.05,0007.67,0006.53,0004.85,029.9,033.3,0886.0
2024-09-24 11:41:00,PM1,0034.27,0024.45,0015.82,0004.91,0003.80,0002.85,0007.17,0006.72,0006.38,029.9,033.3,0886.0
2024-09-24 11:42:00,PM1,0034.12,0025.44,0017.38,0005.27,0003.55,0003.47,0008.04,0007.14,0005.95,029.9,033.4,0886.0
2024-09-24 11:43:00,PM1,0035.73,0026.19,0017.07,0004.78,0004.01,0003.41,0007.38,0007.29,0007.01,029.9,033.5,0886.0
2024-09-24 11:44:00,PM1,0036.34,0025.79,0018.01,0005.22,0004.15,0003.39,0007.92,0006.99,0005.22,029.9,033.6,0885.9
2024-09-24 11:45:00,PM1,0036.91,0026.86,0018.08,0005.00,0004.00,0003.35,0006.82,0005.96,0005.20,029.9,033.7,0885.9
2024-09-24 11:46:00,PM1,0036.90,0026.78,0018.47,0005.21,0004.53,0003.69,0007.15,0006.53,0006.16,029.9,033.6,0885.9
2024-09-24 11:47:00,PM1,0035.68,0025.98,0018.18,0005.45,0004.20,0003.68,0006.82,0006.63,0005.30,029.9,033.6,0885.9
2024-09-24 11:48:00,PM1,0037.03,0026.56,0018.02,0005.38,0004.39,0003.04,0007.44,0006.31,0006.27,029.9,033.6,0885.9
2024-09-24 11:49:00,PM1,0039.89,0028.50,0018.93,0005.13,0004.58,0003.19,0007.28,0007.14,0005.58,029.9,033.7,0885.8
2024-09-24 11:50:00,PM1,0038.50,0028.17,0019.00,0005.49,0004.39,0003.31,0008.04,0007.28,0007.07,029.9,033.8,0885.8
2024-09-24 11:51:00,PM1,0040.80,0030.20,0019.74,0005.80,0004.94,0003.96,0008.15,0007.65,0005.42,029.9,033.9,0885.8
2024-09-24 11:52:00,PM1,0037.59,0027.46,0018.90,0004.97,0004.26,0003.44,0007.82,0007.11,0006.46,029.9,034.1,0885.8
2024-09-24 11:53:00,PM1,0036.49,0026.23,0016.93,0004.64,0004.38,0003.95,0006.58,0006.05,0005.63,029.9,034.2,0885.8
2024-09-24 11:54:00,PM1,0035.10,0025.13,0016.54,0005.34,0003.88,0003.55,0006.96,0006.69,0004.02,029.9,034.2,0885.8
2024-09-24 11:55:00,PM1,0033.42,0024.37,0016.28,0004.71,0003.81,0003.10,0005.99,0006.21,0006.20,029.9,034.2,0885.8
