Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),light absorption coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell relative humidity (%),measurement cell pressure (hPa)
2024-09-24 11:56:00,PM1,0033.05,0024.43,0016.27,0004.87,0003.50,0002.83,0007.51,0005.75,0004.35,029.9,034.1,0885.8
2024-09-24 11:57:00,PM1,0032.30,0023.49,0015.94,0004.25,0003.82,0002.56,0006.88,0006.52,0006.04,029.9,034.2,0885.8
2024-09-24 11:58:00,PM1,0031.19,0022.75,0015.25,0004.73,0003.83,0003.28,0007.54,0007.35,0006.29,029.9,034.2,0885.8
2024-09-24 11:59:00,PM1,0031.40,0022.68,0015.02,0004.21,0003.65,0003.18,0007.20,0006.30,0006.15,029.9,034.3,0885.8
2024-09-24 12:00:00,PM10,,,,,,,,,,,,
2024-09-24 12:01:00,PM10,,,,,,,0006.71,0006.46,0005.30,029.9,036.6,0897.2
2024-09-24 12:02:00,PM10,,,,,,,0008.36,0007.12,0007.61,030.0,037.6,0897.2
2024-09-24 12:03:00,PM10,,,,,,,0007.68,0007.60,0005.49,030.0,038.0,0897.2
2024-09-24 12:04:00,PM10,,,,,,,0007.74,0007.37,0005.79,030.0,038.8,0897.2
2024-09-24 12:05:00,PM10,,,,,,,0008.44,0007.81,0007.47,030.0,039.8,0897.2
2024-09-24 12:06:00,PM10,,,,,,,0009.08,0008.26,0006.82,030.0,040.8,0897.2
2024-09-24 12:07:00,PM10,,,,,,,0008.99,0008.71,0007.85,030.0,041.9,0897.2
2024-09-24 12:08:00,PM10,,,,,,,0009.99,0009.41,0007.32,030.0,042.6,0897.2
2024-09-24 12:09:00,PM10,,,,,,,0008.85,0007.59,0007.48,030.0,039.4,0894.1
2024-09-24 12:10:00,PM10,0047.16,0034.73,0023.88,0005.71,0005.08,0004.45,0008.51,0008.38,0006.56,030.0,036.0,0893.5
2024-09-24 12:11:00,PM10,0047.65,0035.85,0023.59,0006.17,0005.02,0004.42,0009.22,0008.31,0007.09,030.0,035.5,0893.5
2024-09-24 12:12:00,PM10,0048.36,0036.25,0025.36,0005.88,0005.19,0004.09,0009.12,0008.55,0007.88,030.0,035.2,0893.5
2024-09-24 12:13:00,PM10,0048.24,0035.36,0024.41,0006.64,0005.13,0004.54,0008.37,0009.00,0007.67,030.0,035.1,0893.5
2024-09-24 12:14:00,PM10,0046.30,0034.81,0024.21,0006.11,0005.35,0004.32,0010.51,0008.79,0006.68,030.0,035.1,0893.5
2024-09-24 12:15:00,PM10,0047.30,0034.47,0025.12,0006.49,0005.20,0003.86,0009.51,0009.09,0008.64,030.0,035.1,0893.4
2024-09-24 12:16:00,PM10,0046.40,0035.23,0024.45,0006.41,0004.76,0003.92,0010.28,0009.25,0007.93,030.0,035.2,0893.5
2024-09-24 12:17:00,PM10,0044.56,0033.28,0023.30,0005.67,0004.97,0004.44,0008.68,0007.75,0006.92,030.0,035.2,0893.4
2024-09-24 12:18:00,PM10,0045.28,0034.27,0024.64,0006.08,0004.74,0003.78,0009.00,0008.83,0007.73,030.0,035.2,0893.4
2024-09-24 12:19:00,PM10,0042.45,0032.11,0022.30,0005.66,0004.70,0003.96,0008.60,0008.24,0007.31,030.1,035.1,0893.4
2024-09-24 12:20:00,PM10,0042.70,0031.36,0022.71,0005.30,0004.62,0003.71,0009.19,0007.83,0006.68,030.1,035.0,0893.4
2024-09-24 12:21:00,PM10,0041.00,0030.16,0021.02,0005.00,0004.69,0004.05,0009.50,0008.66,0008.06,030.1,035.0,0893.5
2024-09-24 12:22:00,PM10,0038.47,0028.38,0019.72,0005.15,0003.90,0003.56,0009.42,0008.81,0006.90,030.1,035.0,0893.5
2024-09-24 12:23:00,PM10,0034.50,0025.59,0018.06,0004.57,0003.80,0002.46,0009.05,0008.76,0007.63,030.1,035.2,0893.5
2024-09-24 12:24:00,PM10,0033.71,0025.20,0018.01,0005.26,0004.14,0003.43,0009.73,0008.80,0007.51,030.1,035.5,0893.4
2024-09-24 12:25:00,PM10,0035.72,0026.71,0019.31,0005.57,0003.78,0003.24,0008.74,0008.21,0007.29,030.1,035.6,0893.5
2024-09-24 12:26:00,PM10,0036.09,0026.70,0019.01,0004.70,0004.64,0003.41,0008.21,0008.03,0005.64,030.1,035.7,0893.5
2024-09-24 12:27:00,PM10,0035.24,0026.61,0018.84,0004.56,0004.15,0004.04,0010.00,0009.11,0009.07,030.1,035.7,0893.5
2024-09-24 12:28:00,PM10,0036.18,0027.79,0019.73,0005.38,0004.11,0003.30,0009.99,0008.70,0007.81,030.1,035.7,0893.4
2024-09-24 12:29:00,PM10,0038.34,0028.70,0019.97,0005.03,0003.91,0003.24,0008.87,0008.81,0007.12,030.1,035.7,0893.4
2024-09-24 12:30:00,PM1,,,,,,,,,,,,
2024-09-24 12:31:00,PM1,0033.41,0025.90,0017.37,0004.74,0003.59,0002.93,0011.25,0008.77,0007.02,030.1,035.5,0885.8
2024-09-24 12:32:00,PM1,0035.51,0026.20,0018.10,0004.86,0003.91,0002.78,0010.05,0009.48,0008.34,030.1,035.6,0885.8
2024-09-24 12:33:00,PM1,0035.60,0026.95,0017.61,0004.32,0004.01,0002.82,0010.91,0009.90,0009.58,030.1,035.7,0885.8
2024-09-24 12:34:00,PM1,0036.85,0027.11,0017.82,0005.10,0003.83,0003.36,0009.27,0008.70,0005.56,030.1,035.8,0885.8
2024-09-24 12:35:00,PM1,0037.18,0027.28,0018.04,0004.78,0003.29,0002.89,0009.87,0009.10,0008.19,030.1,035.8,0885.8
2024-09-24 12:36:00,PM1,0037.61,0027.88,0018.58,0004.90,0004.28,0003.67,0009.03,0009.07,0007.71,030.1,035.7,0885.8
2024-09-24 12:37:00,PM1,0039.25,0028.28,0018.16,0005.23,0003.99,0003.10,0009.93,0009.04,0008.47,030.1,035.7,0885.9
2024-09-24 12:38:00,PM1,0039.15,0029.06,0019.26,0005.04,0004.70,0003.34,0010.67,0009.30,0007.60,030.1,035.7,0885.8
2024-09-24 12:39:00,PM1,0037.38,0027.25,0019.04,0004.55,0003.88,0003.55,0010.70,0010.25,0008.44,030.1,035.8,0885.8
2024-09-24 12:40:00,PM1,0038.75,0028.52,0018.92,0004.73,0004.58,0003.13,0010.11,0009.14,0007.78,030.1,035.9,0885.9
2024-09-24 12:41:00,PM1,0036.75,0027.45,0018.39,0004.95,0003.99,0003.29,0010.12,0009.35,0008.17,030.1,036.1,0885.9
2024-09-24 12:42:00,PM1,0035.98,0026.68,0016.60,0004.55,0004.07,0003.07,0008.58,0007.82,0006.50,030.1,036.2,0885.8
2024-09-24 12:43:00,PM1,0036.51,0026.73,0018.08,0005.13,0004.31,0003.50,0010.30,0009.36,0008.08,030.1,036.1,0885.8
2024-09-24 12:44:00,PM1,0033.70,0024.98,0017.44,0004.79,0003.70,0002.84,0009.93,0009.06,0008.28,030.1,036.1,0885.8
2024-09-24 12:45:00,PM1,0031.83,0023.15,0016.23,0004.27,0003.73,0003.26,0010.32,0009.91,0007.80,030.1,036.1,0885.8
2024-09-24 12:46:00,PM1,0030.54,0022.07,0015.90,0004.54,0003.73,0002.69,0012.62,0011.39,0009.06,030.2,036.1,0885.8
2024-09-24 12:47:00,PM1,0029.64,0021.59,0014.31,0005.09,0003.96,0003.09,0012.70,0011.74,0010.08,030.2,036.2,0885.8
2024-09-24 12:48:00,PM1,0028.39,0021.74,0015.28,0004.40,0003.59,0003.08,0013.53,0012.11,0011.09,030.2,036.4,0885.8
2024-09-24 12:49:00,PM1,0030.43,0022.18,0015.50,0003.97,0003.35,0002.69,0012.97,0011.50,0008.59,030.2,036.6,0885.8
2024-09-24 12:50:00,PM1,0032.65,0024.50,0017.63,0004.29,0003.85,0002.98,0010.07,0010.08,0008.71,030.2,036.6,0885.8
2024-09-24 12:51:00,PM1,0032.67,0024.71,0017.18,0004.70,0003.71,0003.19,0012.08,0010.58,0008.69,030.2,036.5,0885.8
2024-09-24 12:52:00,PM1,0033.60,0025.66,0017.68,0004.74,0003.69,0003.35,0011.70,0010.63,0009.35,030.2,036.4,0885.8
2024-09-24 12:53:00,PM1,0034.53,0024.94,0016.69,0004.55,0003.99,0003.01,0013.07,0011.55,0009.44,030.2,036.4,0885.8
2024-09-24 12:54:00,PM1,0034.08,0024.74,0017.57,0004.63,0003.92,0003.47,0012.76,0011.61,0010.71,030.2,036.3,0885.8
2024-09-24 12:55:00,PM1,0040.45,0029.92,0020.07,0004.72,0003.93,0003.24,0009.20,0008.81,0007.70,030.2,036.2,0885.8
2024-09-24 12:56:00,PM1,0040.84,0030.26,0019.60,0005.46,0004.33,0004.15,0011.48,0009.49,0007.78,030.2,036.1,0885.8
2024-09-24 12:57:00,PM1,0038.90,0029.69,0020.51,0004.76,0004.74,0003.78,0011.96,0012.11,0009.45,030.2,036.1,0885.8
2024-09-24 12:58:00,PM1,0040.87,0029.26,0020.85,0005.32,0004.64,0003.33,0013.26,0011.46,0010.36,030.2,036.2,0885.8
2024-09-24 12:59:00,PM1,0039.55,0029.45,0019.70,0005.43,0004.43,0003.45,0013.36,0012.19,0010.61,030.2,036.1,0885.8
2024-09-24 13:00:00,PM10,,,,,,,,,,,,
2024-09-24 13:01:00,PM10,0048.01,0037.42,0025.29,0006.31,0005.61,0004.92,0012.96,0012.20,0010.16,030.2,036.0,0893.5
2024-09-24 13:02:00,PM10,0048.98,0038.60,0025.59,0007.14,0005.77,0004.12,0011.00,0010.45,0009.64,030.2,035.9,0893.5
2024-09-24 13:03:00,PM10,0050.71,0036.31,0025.27,0006.04,0005.09,0004.29,0008.39,0008.22,0006.66,030.2,035.8,0893.5
2024-09-24 13:04:00,PM10,0048.36,0036.08,0024.22,0006.20,0005.47,0004.54,0010.63,0009.74,0008.86,030.2,035.7,0893.5
2024-09-24 13:05:00,PM10,0047.42,0036.38,0024.18,0006.15,0005.16,0004.56,0011.07,0009.81,0007.14,030.2,035.8,0893.5
2024-09-24 13:06:00,PM10,0047.03,0034.02,0024.58,0006.15,0005.32,0004.38,0008.42,0008.13,0007.69,030.2,035.8,0893.5
2024-09-24 13:07:00,PM10,0045.42,0033.89,0023.70,0006.38,0005.46,0004.61,0008.66,0008.41,0008.01,030.2,035.7,0893.5
2024-09-24 13:08:00,PM10,0044.39,0033.31,0023.34,0005.51,0004.94,0004.45,0009.38,0008.61,0006.53,030.2,035.6,0893.5
2024-09-24 13:09:00,PM10,0042.29,0032.00,0022.28,0006.29,0004.58,0003.95,0010.96,0010.05,0008.92,030.2,035.5,0893.6
2024-09-24 13:10:00,PM10,0040.48,0030.32,0021.16,0005.50,0005.04,0003.57,0013.59,0012.05,0009.68,030.2,035.6,0893.6
2024-09-24 13:11:00,PM10,0038.94,0029.77,0020.82,0005.09,0004.67,0003.82,0014.38,0013.25,0011.66,030.1,035.7,0893.6
2024-09-24 13:12:00,PM10,0038.08,0029.96,0020.56,0004.75,0004.22,0003.93,0015.08,0014.14,0012.06,030.1,035.9,0893.6
2024-09-24 13:13:00,PM10,0038.97,0028.80,0021.72,0005.14,0004.14,0003.75,0015.01,0013.54,0011.17,030.1,036.2,0893.6
2024-09-24 13:14:00,PM10,0038.77,0030.61,0020.94,0005.40,0004.22,0003.78,0014.94,0014.25,0011.33,030.1,036.4,0893.6
2024-09-24 13:15:00,PM10,0039.92,0030.78,0021.81,0005.63,0004.32,0004.16,0016.25,0014.70,0013.34,030.1,036.5,0893.6
2024-09-24 13:16:00,PM10,0041.76,0031.56,0022.03,0005.68,0005.16,0004.59,0017.09,0015.24,0012.37,030.1,036.5,0893.6
2024-09-24 13:17:00,PM10,0042.35,0032.58,0023.55,0005.62,0004.67,0003.98,0016.92,0015.55,0014.50,030.1,036.5,0893.6
2024-09-24 13:18:00,PM10,0044.92,0033.66,0023.78,0006.27,0004.51,0004.71,0016.78,0016.00,0012.80,030.1,036.5,0893.6
2024-09-24 13:19:00,PM10,0044.94,0033.92,0024.70,0005.99,0005.06,0004.86,0018.05,0016.42,0015.23,030.1,036.5,0893.6
2024-09-24 13:20:00,PM10,0047.91,0034.72,0024.47,0006.99,0005.11,0004.36,0017.87,0015.99,0012.65,030.1,036.7,0893.6
2024-09-24 13:21:00,PM10,0048.74,0037.24,0025.63,0006.83,0004.90,0004.43,0015.16,0014.21,0012.85,030.1,036.8,0893.6
2024-09-24 13:22:00,PM10,0051.21,0038.43,0025.91,0006.78,0005.65,0004.68,0013.35,0012.46,0010.44,030.1,036.7,0893.6
2024-09-24 13:23:00,PM10,0052.41,0038.81,0025.91,0006.90,0005.60,0004.66,0012.26,0011.18,0009.42,030.1,036.6,0893.6
2024-09-24 13:24:00,PM10,0053.58,0040.04,0028.05,0007.82,0006.74,0005.11,0011.74,0011.20,0010.13,030.1,036.4,0893.6
2024-09-24 13:25:00,PM10,0053.51,0039.62,0027.25,0007.07,0006.05,0005.09,0012.88,0011.84,0010.66,030.1,036.3,0893.6
2024-09-24 13:26:00,PM10,0052.42,0039.45,0028.03,0006.40,0006.33,0004.99,0012.87,0012.28,0009.93,030.1,036.2,0893.6
2024-09-24 13:27:00,PM10,0052.82,0039.69,0026.76,0006.49,0005.49,0004.89,0012.49,0011.15,0010.34,030.1,036.2,0893.6
2024-09-24 13:28:00,PM10,0052.08,0037.84,0026.20,0006.31,0006.26,0004.50,0013.29,0012.34,0009.38,030.1,036.2,0893.6
2024-09-24 13:29:00,PM10,0050.33,0037.29,0025.99,0006.40,0006.09,0004.44,0012.96,0012.56,0010.76,030.1,036.2,0893.6
2024-09-24 13:30:00,PM1,,,,,,,,,,,,
2024-09-24 13:31:00,PM1,0045.08,0032.49,0020.41,0005.99,0005.00,0004.18,0011.33,0009.86,0009.79,030.1,035.9,0886.0
2024-09-24 13:32:00,PM1,0042.76,0031.74,0019.43,0005.80,0004.64,0003.82,0010.61,0010.26,0009.43,030.1,035.8,0886.0
2024-09-24 13:33:00,PM1,0040.58,0029.31,0019.62,0005.49,0004.67,0004.05,0013.34,0012.44,0009.94,030.1,035.8,0885.9
2024-09-24 13:34:00,PM1,0038.60,0028.33,0018.30,0004.88,0004.58,0002.94,0014.51,0013.39,0011.34,030.1,035.8,0885.9
2024-09-24 13:35:00,PM1,0037.38,0027.39,0017.92,0005.04,0004.14,0003.46,0017.19,0015.29,0012.30,030.1,036.0,0885.9
2024-09-24 13:36:00,PM1,0036.94,0026.12,0019.41,0004.52,0004.39,0003.02,0015.09,0014.19,0012.93,030.1,036.2,0885.9
2024-09-24 13:37:00,PM1,0037.27,0027.13,0018.68,0004.89,0004.03,0003.59,0014.68,0013.36,0010.70,030.1,036.3,0885.9
2024-09-24 13:38:00,PM1,0039.00,0027.94,0018.71,0005.62,0004.65,0003.49,0011.77,0011.97,0010.91,030.1,036.4,0885.9
2024-09-24 13:39:00,PM1,0040.26,0028.94,0019.46,0005.75,0004.38,0003.52,0011.86,0010.55,0008.85,030.1,036.3,0885.9
2024-09-24 13:40:00,PM1,0040.37,0030.54,0019.24,0005.81,0004.87,0003.86,0012.65,0011.65,0009.01,030.1,035.9,0885.8
2024-09-24 13:41:00,PM1,0042.60,0030.62,0020.35,0005.20,0004.63,0003.40,0012.67,0011.55,0010.58,030.1,035.7,0885.8
2024-09-24 13:42:00,PM1,0042.58,0031.37,0020.90,0005.75,0004.49,0003.67,0013.47,0012.72,0010.48,030.1,035.5,0885.8
2024-09-24 13:43:00,PM1,0045.63,0032.56,0021.24,0006.05,0005.43,0003.87,0012.59,0011.52,0010.17,030.1,035.3,0885.8
2024-09-24 13:44:00,PM1,0046.38,0032.44,0022.43,0005.92,0004.91,0004.07,0013.82,0013.20,0011.73,030.1,035.2,0885.8
2024-09-24 13:45:00,PM1,0046.67,0033.41,0022.22,0005.66,0004.79,0003.93,0015.71,0013.90,0011.41,030.1,035.2,0885.7
2024-09-24 13:46:00,PM1,0046.72,0033.61,0021.95,0006.09,0004.66,0004.22,0017.98,0017.18,0014.35,030.1,035.4,0885.7
2024-09-24 13:47:00,PM1,0047.04,0034.79,0023.25,0006.21,0005.10,0004.16,0016.32,0014.56,0012.49,030.1,035.7,0885.7
2024-09-24 13:48:00,PM1,0049.40,0034.84,0022.93,0005.48,0005.10,0003.45,0016.02,0015.18,0012.42,030.1,035.8,0885.7
2024-09-24 13:49:00,PM1,0048.14,0034.40,0023.45,0006.46,0005.10,0004.17,0019.14,0017.31,0014.85,030.1,035.8,0885.7
2024-09-24 13:50:00,PM1,0046.24,0034.36,0022.74,0005.91,0004.98,0004.07,0024.23,0022.14,0017.96,030.1,036.0,0885.6
2024-09-24 13:51:00,PM1,0046.25,0033.70,0023.01,0005.75,0005.17,0004.52,0022.53,0021.01,0017.50,030.1,036.1,0885.6
2024-09-24 13:52:00,PM1,0046.37,0034.54,0022.76,0005.70,0004.97,0003.89,0018.23,0016.71,0014.34,030.1,036.3,0885.6
2024-09-24 13:53:00,PM1,0044.09,0032.74,0022.31,0006.30,0004.36,0003.76,0021.41,0020.29,0018.31,030.1,036.5,0885.6
2024-09-24 13:54:00,PM1,0042.49,0031.60,0021.70,0005.74,0005.26,0003.34,0024.51,0022.09,0018.56,030.1,036.5,0885.6
2024-09-24 13:55:00,PM1,0042.19,0030.66,0020.52,0005.50,0005.11,0004.00,0024.18,0022.42,0018.11,030.1,036.6,0885.6
2024-09-24 13:56:00,PM1,0041.02,0030.50,0020.54,0005.42,0005.07,0003.16,0023.58,0021.18,0020.10,030.1,036.8,0885.6
2024-09-24 13:57:00,PM1,0039.90,0029.65,0021.74,0005.31,0004.33,0003.61,0025.32,0020.53,0015.83,030.1,036.8,0885.6
2024-09-24 13:58:00,PM1,0039.07,0028.88,0019.18,0004.86,0004.31,0003.79,0023.77,0019.69,0015.68,030.1,036.6,0885.6
2024-09-24 13:59:00,PM1,0039.04,0028.40,0019.05,0005.13,0004.46,0003.96,0022.05,0018.73,0013.54,030.1,036.3,0885.6
2024-09-24 14:00:00,PM10,,,,,,,,,,,,
2024-09-24 14:01:00,PM10,0041.18,0031.18,0021.58,0005.74,0005.63,0003.96,0017.60,0015.45,0010.26,030.1,036.2,0893.3
2024-09-24 14:02:00,PM10,0042.58,0031.91,0023.20,0006.21,0004.96,0004.32,0019.88,0016.28,0013.34,030.1,036.2,0893.4
2024-09-24 14:03:00,PM10,0043.83,0033.12,0023.45,0006.39,0005.14,0004.27,0021.02,0018.69,0014.04,030.1,036.4,0893.4
2024-09-24 14:04:00,PM10,0045.68,0034.57,0023.43,0006.03,0005.44,0003.60,0020.48,0017.60,0012.92,030.1,036.7,0893.4
2024-09-24 14:05:00,PM10,0046.29,0034.52,0025.22,0006.29,0005.13,0004.34,0021.31,0018.31,0012.65,030.1,036.7,0893.4
2024-09-24 14:06:00,PM10,0047.46,0035.79,0024.62,0006.18,0005.76,0004.59,0020.81,0017.65,0014.87,030.1,036.6,0893.4
2024-09-24 14:07:00,PM10,0049.76,0035.68,0024.52,0006.71,0005.87,0004.89,0019.53,0016.70,0011.97,030.1,036.6,0893.4
2024-09-24 14:08:00,PM10,0049.54,0037.50,0026.35,0006.78,0005.67,0004.17,0019.96,0017.12,0013.83,030.1,036.6,0893.4
2024-09-24 14:09:00,PM10,0050.72,0036.75,0026.48,0006.00,0005.64,0004.67,0020.04,0017.14,0013.29,030.1,036.7,0893.4
2024-09-24 14:10:00,PM10,0052.17,0038.52,0026.26,0006.60,0005.93,0004.97,0019.73,0016.77,0013.47,030.1,036.7,0893.4
2024-09-24 14:11:00,PM10,0052.58,0039.72,0027.52,0006.44,0005.82,0005.35,0017.85,0015.86,0011.61,030.1,036.8,0893.4
2024-09-24 14:12:00,PM10,0054.49,0039.72,0027.83,0007.10,0005.63,0004.74,0017.72,0015.44,0012.72,030.1,036.8,0893.4
2024-09-24 14:13:00,PM10,0053.35,0040.92,0029.02,0006.51,0006.17,0004.40,0017.27,0015.26,0010.00,030.1,036.6,0893.4
2024-09-24 14:14:00,PM10,0056.11,0041.96,0028.10,0007.42,0005.46,0005.02,0015.78,0013.43,0010.76,030.1,036.3,0893.4
2024-09-24 14:15:00,PM10,0055.56,0040.36,0029.10,0007.21,0006.22,0005.01,0017.26,0014.77,0011.39,030.1,036.2,0893.4
2024-09-24 14:16:00,PM10,0053.01,0040.19,0028.14,0007.43,0005.88,0005.27,0017.97,0015.78,0011.74,030.0,036.3,0893.4
2024-09-24 14:17:00,PM10,0053.02,0039.99,0027.12,0006.47,0005.92,0004.72,0017.05,0014.76,0010.77,030.0,036.6,0893.4
2024-09-24 14:18:00,PM10,0053.30,0039.17,0027.25,0006.86,0006.16,0004.76,0014.90,0012.68,0010.14,030.0,036.7,0893.4
2024-09-24 14:19:00,PM10,0052.68,0037.46,0025.87,0007.32,0005.91,0005.05,0014.09,0012.24,0008.95,030.0,036.5,0893.5
2024-09-24 14:20:00,PM10,0051.46,0037.05,0025.33,0006.77,0005.64,0004.45,0012.58,0010.51,0008.21,030.0,036.0,0893.5
2024-09-24 14:21:00,PM10,0050.94,0037.36,0024.54,0006.24,0005.60,0004.50,0013.03,0011.40,0008.69,030.0,035.4,0893.5
2024-09-24 14:22:00,PM10,0048.26,0035.64,0024.81,0006.22,0004.87,0004.28,0014.54,0012.71,0009.95,030.0,035.3,0893.5
2024-09-24 14:23:00,PM10,0047.66,0034.97,0023.67,0006.98,0005.32,0003.93,0014.55,0012.48,0009.01,030.0,035.3,0893.5
2024-09-24 14:24:00,PM10,0046.62,0034.47,0023.85,0006.09,0005.09,0004.00,0014.16,0012.41,0009.65,030.0,035.2,0893.4
2024-09-24 14:25:00,PM10,0046.11,0033.29,0024.27,0006.11,0004.65,0004.09,0015.02,0012.90,0010.03,030.0,035.3,0893.4
2024-09-24 14:26:00,PM10,0047.54,0034.90,0023.25,0006.55,0004.91,0003.88,0012.39,0011.12,0008.64,030.0,035.4,0893.5
2024-09-24 14:27:00,PM10,0048.71,0035.49,0023.06,0006.58,0005.71,0004.15,0013.12,0011.43,0008.54,030.0,035.4,0893.5
2024-09-24 14:28:00,PM10,0049.99,0036.08,0025.07,0006.81,0005.63,0004.40,0012.28,0010.91,0008.54,030.0,035.5,0893.5
2024-09-24 14:29:00,PM10,0051.37,0036.56,0025.11,0006.52,0005.40,0004.67,0013.31,0011.38,0007.87,030.0,035.2,0893.5
2024-09-24 14:30:00,PM1,,,,,,,,,,,,
2024-09-24 14:31:00,PM1,0049.05,0036.10,0023.56,0006.04,0005.22,0004.25,0012.96,0011.04,0007.51,030.0,035.0,0885.9
2024-09-24 14:32:00,PM1,0051.35,0036.95,0023.89,0006.93,0005.27,0004.46,0011.64,0010.43,0009.39,030.0,035.0,0885.9
2024-09-24 14:33:00,PM1,0051.19,0036.56,0023.75,0007.08,0005.74,0004.18,0012.69,0011.26,0008.00,030.0,035.1,0885.9
2024-09-24 14:34:00,PM1,0052.30,0037.75,0025.52,0006.80,0005.67,0004.62,0013.24,0010.93,0008.51,030.0,035.4,0885.9
2024-09-24 14:35:00,PM1,0053.19,0038.82,0026.18,0007.14,0006.23,0004.67,0011.72,0010.17,0007.05,030.0,035.4,0885.9
2024-09-24 14:36:00,PM1,0054.61,0039.09,0026.40,0006.73,0005.84,0004.94,0011.95,0010.18,0007.21,030.0,034.9,0886.0
2024-09-24 14:37:00,PM1,0054.88,0039.37,0026.58,0006.93,0005.75,0004.86,0012.46,0011.04,0008.95,030.0,034.8,0886.0
2024-09-24 14:38:00,PM1,0055.61,0040.68,0028.10,0007.01,0006.10,0004.89,0011.83,0010.59,0008.05,030.0,034.9,0886.0
2024-09-24 14:39:00,PM1,0056.13,0041.09,0027.16,0006.77,0005.84,0005.09,0012.83,0010.72,0008.19,030.0,034.7,0886.0
2024-09-24 14:40:00,PM1,0055.49,0040.63,0026.98,0006.87,0006.14,0004.65,0013.06,0010.68,0007.72,030.0,034.4,0886.0
2024-09-24 14:41:00,PM1,0054.10,0039.17,0026.01,0007.36,0005.99,0004.58,0012.55,0011.63,0008.36,030.0,034.4,0885.9
2024-09-24 14:42:00,PM1,0052.44,0038.18,0025.07,0006.51,0005.74,0004.41,0013.80,0011.38,0009.30,030.0,034.7,0885.9
2024-09-24 14:43:00,PM1,0051.13,0036.82,0024.03,0006.35,0005.29,0004.29,0011.59,0010.39,0007.33,030.0,034.8,0885.9
2024-09-24 14:44:00,PM1,0049.49,0035.81,0023.29,0006.38,0005.61,0004.60,0011.33,0010.08,0008.12,030.0,034.5,0885.9
2024-09-24 14:45:00,PM1,0048.35,0035.06,0023.02,0006.23,0005.22,0004.11,0011.11,0009.57,0008.46,030.0,034.4,0885.9
2024-09-24 14:46:00,PM1,0047.55,0034.32,0022.24,0006.01,0005.14,0004.67,0011.98,0010.25,0006.46,030.0,034.5,0885.9
2024-09-24 14:47:00,PM1,0045.95,0032.86,0021.37,0005.77,0005.04,0003.61,0010.66,0009.06,0007.02,030.0,034.5,0885.9
2024-09-24 14:48:00,PM1,0044.15,0032.55,0020.82,0005.66,0004.86,0003.56,0010.70,0009.66,0007.24,030.0,034.1,0885.9
2024-09-24 14:49:00,PM1,0043.50,0030.89,0020.78,0005.36,0004.92,0004.02,0011.29,0009.48,0007.80,030.0,034.3,0885.9
2024-09-24 14:50:00,PM1,0043.82,0031.92,0020.40,0006.01,0004.91,0003.80,0010.44,0008.97,0006.25,030.0,034.4,0885.9
2024-09-24 14:51:00,PM1,0044.12,0032.54,0020.98,0006.08,0005.04,0003.80,0011.04,0009.77,0007.39,030.0,034.2,0885.9
2024-09-24 14:52:00,PM1,0045.47,0033.23,0021.97,0005.84,0004.82,0004.46,0011.44,0010.11,0007.93,030.0,034.2,0885.9
2024-09-24 14:53:00,PM1,0046.24,0034.24,0021.93,0005.92,0005.12,0004.29,0011.36,0010.03,0008.77,030.0,034.5,0885.9
2024-09-24 14:54:00,PM1,0048.70,0035.36,0022.49,0006.36,0005.16,0003.79,0011.83,0010.19,0007.04,030.0,034.4,0885.9
2024-09-24 14:55:00,PM1,0048.89,0034.41,0023.64,0006.50,0004.83,0003.83,0011.93,0010.10,0007.85,030.0,034.5,0885.9
2024-09-24 14:56:00,PM1,0049.10,0035.17,0023.47,0006.46,0005.34,0004.30,0011.79,0010.13,0007.61,030.0,034.4,0885.9
2024-09-24 14:57:00,PM1,0050.21,0037.16,0023.56,0006.42,0005.60,0004.35,0010.61,0009.74,0007.04,030.0,034.2,0885.9
2024-09-24 14:58:00,PM1,0052.21,0037.89,0024.45,0006.73,0005.20,0004.57,0011.95,0010.96,0008.38,030.0,034.2,0885.9
2024-09-24 14:59:00,PM1,0052.62,0037.49,0024.85,0006.50,0005.59,0004.77,0011.15,0009.50,0006.68,030.0,034.5,0885.8
